id,license_plate,vin,make,model,year,category_id,branch_id,color,mileage,status,created_at
2647,PA002646,6HHGDUA4WJK56G0EZ,Mercedes-Benz,Vito,2025,7,35,Gray,21705,available,2022-01-14 12:39:07
2648,AI002647,5W5YC42BPAT8ECS03,Chrysler,300,2020,4,57,White,30614,rented,2025-08-20 12:39:07
2649,YB002648,ALK08B70SPDUST8TU,Fiat,500,2015,1,25,Red,162373,available,2024-03-18 12:39:07
2650,CU002649,3LA29K4CK8M1NNHYU,Audi,A5 Cabriolet,2023,8,24,Green,22371,maintenance,2025-06-15 12:39:07
2651,BP002650,FF7S80GLV86NYES9F,Chrysler,300,2018,4,61,Blue,43385,available,2021-11-29 12:39:07
2652,PX002651,8FV12JXGMWL2J2NW7,Ford,Transit,2024,7,3,Blue,17809,retired,2022-07-25 12:39:07
2653,ZZ002652,NWKKRXHZ61EVB63Y3,Ford,Mustang Convertible,2019,8,35,Green,144062,rented,2025-03-03 12:39:07
2654,SS002653,55JFZXF1YVS8X639J,Ford,Mondeo,2017,3,5,Beige,137292,maintenance,2024-03-30 12:39:07
2655,TF002654,6FHJ04BAUGDFGUNG2,Jaguar,XF,2025,6,32,Gray,4620,available,2023-10-16 12:39:07
2656,OV002655,ADJDBWJ858TJGB1PJ,Chevrolet,Impala,2024,4,12,Red,12136,rented,2021-12-17 12:39:07
2657,QF002656,H7H5PSHF0EPDLSBTS,Volkswagen,Transporter,2022,7,16,Beige,7801,available,2026-05-01 12:39:07
2658,JR002657,03J9NSSFACKWLUTJC,Ford,Mustang Convertible,2022,8,22,Blue,15767,available,2024-05-24 12:39:07
2659,PU002658,YLP8PJ151PSKYHBR8,Honda,CR-V,2025,5,62,Silver,4959,retired,2024-04-27 12:39:07
2660,RI002659,KV0JLDS2F1XFVZEJH,Kia,Picanto,2024,1,34,Beige,39557,available,2025-04-07 12:39:07
2661,UX002660,6T748K5RTL95671NK,Ford,Explorer,2022,5,44,Blue,21947,rented,2026-03-26 12:39:07
2662,LL002661,ZP3JCKJ51XA6HABWG,Hyundai,i10,2024,1,55,Blue,15633,rented,2025-04-14 12:39:07
2663,FB002662,ABZTSDAE01D06D3S4,Fiat,500,2018,1,66,Beige,143911,available,2023-12-06 12:39:07
2664,IH002663,DFZPPADPJEKVDK4UT,Toyota,Yaris,2021,1,69,Red,45535,available,2024-08-08 12:39:07
2665,KF002664,EMVD8A9L3L6LF384J,Volkswagen,Passat,2023,3,33,Red,22433,available,2022-06-20 12:39:07
2666,QF002665,CSKHCRR9Z3M4NCZ4A,Audi,A6,2015,6,70,Black,102618,available,2024-11-04 12:39:07
2667,CQ002666,8UGGJ1LE4N6U9C3KA,Volkswagen,Golf,2022,2,64,Green,88055,rented,2024-12-05 12:39:07
2668,GA002667,VYBETZH28W1F27EDU,Chevrolet,Impala,2018,4,66,Green,14719,available,2024-12-21 12:39:07
2669,AZ002668,8ENA25US478LK2JNC,Chevrolet,Impala,2017,4,23,Blue,108204,maintenance,2025-02-18 12:39:07
2670,PZ002669,0TY0V0BUMNSHS61TR,Nissan,Rogue,2019,5,19,Silver,42697,available,2025-03-11 12:39:07
2671,CP002670,GFFP913TC7RDKERY6,Volkswagen,Passat,2021,3,9,Beige,59687,rented,2022-11-05 12:39:07
2672,IQ002671,SUPWDC5D4Y8BADJA2,Renault,Trafic,2023,7,15,Red,57102,available,2025-09-02 12:39:07
2673,JM002672,PY86K1601KBXK8JR3,Honda,Accord,2022,3,79,Blue,13201,rented,2021-12-16 12:39:07
2674,MT002673,DDPUKEVTJXWGCMP07,Volkswagen,Golf,2021,2,52,Beige,99897,rented,2026-05-19 12:39:07
2675,VZ002674,FC69STF2M71ZW19XH,Nissan,Rogue,2024,5,44,Green,16755,rented,2024-11-13 12:39:07
2676,CG002675,LLRZL6FRXAV0XZUDW,Honda,Civic,2017,2,19,Gray,54353,available,2022-04-13 12:39:07
2677,YS002676,84RYNF73UUAH46SHM,Ford,Mustang Convertible,2023,8,7,Green,5959,rented,2025-01-09 12:39:07
2678,SP002677,ZG2Z3TYWEYNLGBSTC,Ford,Taurus,2025,4,40,Blue,1717,retired,2023-12-29 12:39:07
2679,JX002678,SH9CTC800F503P39P,Mazda,3,2017,2,11,Black,96113,rented,2025-03-10 12:39:07
2680,ZX002679,9RT5B9FXV30K3JSTT,Ford,Taurus,2024,4,12,Gray,36741,retired,2021-09-26 12:39:07
2681,RD002680,SP6PLN9MS9VKEZRN7,Ford,Focus,2016,2,28,Blue,101009,available,2024-01-10 12:39:07
2682,JQ002681,1JWN0TPK1986LYTS6,Jeep,Grand Cherokee,2019,5,19,White,101160,rented,2024-09-23 12:39:07
2683,GK002682,TP5D6XDH37EK90138,Ford,Transit,2017,7,30,Red,177219,rented,2021-12-20 12:39:07
2684,EM002683,PW07MEMR19TKZLFY0,Chrysler,300,2023,4,34,Beige,44217,available,2022-03-18 12:39:07
2685,EG002684,UA5LNRP82DTB4MX8Y,Chevrolet,Impala,2023,4,67,Gray,52613,available,2024-03-16 12:39:07
2686,OZ002685,PKY8K1P55GS7VGWF2,Volkswagen,up!,2023,1,56,Beige,65774,maintenance,2026-04-17 12:39:07
2687,TY002686,X2BTALAT99LUP9T59,Jaguar,XF,2015,6,19,Silver,149898,available,2022-06-07 12:39:07
2688,OW002687,HJ3DFGV1A3S4PP1DN,BMW,X5,2016,5,66,Gray,219012,retired,2023-07-24 12:39:07
2689,WB002688,JMJ72D3F16ESD2BME,BMW,X5,2023,5,60,Beige,67042,rented,2022-02-03 12:39:07
2690,JU002689,M8Y3ER8MY39KD018Z,Toyota,Avalon,2025,4,60,Gray,7080,available,2023-04-27 12:39:07
2691,NL002690,JRGWR2M3ST5M9L4XY,BMW,X5,2020,5,34,Blue,46598,retired,2025-08-14 12:39:07
2692,AO002691,KSH0CUMV8V40J605U,Audi,A6,2015,6,39,White,238669,maintenance,2024-06-27 12:39:07
2693,NS002692,SH5ZY8S9DDR1LR1B4,Audi,A6,2019,6,76,White,61242,available,2025-09-08 12:39:07
2694,HH002693,UNJRW6EDSVT3U4SMN,Chevrolet,Impala,2015,4,18,Gray,236926,rented,2026-02-16 12:39:07
2695,UZ002694,9LRDU87RG9RK3ZFU5,Mercedes-Benz,E-Class,2017,6,58,Red,45590,rented,2022-08-23 12:39:07
2696,II002695,LGCJJABWE8EXVHGZZ,Ford,Mustang Convertible,2025,8,31,Beige,14417,rented,2025-06-12 12:39:07
2697,IX002696,VDN3KG1SZCYRZRCU6,Ford,Explorer,2023,5,74,Gray,31041,rented,2023-11-12 12:39:07
2698,CY002697,SMDHP4ZX3CDB68ALA,Volkswagen,Passat,2018,3,27,Silver,79821,available,2024-07-16 12:39:07
2699,ES002698,X7NBX7MFT7FR87BRY,Ford,Transit,2018,7,38,Silver,13305,available,2025-07-16 12:39:07
2700,UG002699,YP8JWXAKUFVU8MC90,Ford,Mustang Convertible,2020,8,6,Silver,76164,rented,2025-10-02 12:39:07
2701,AV002700,D6SUKE2WD43PPUY49,Lexus,ES,2024,6,57,Black,30214,rented,2026-04-03 12:39:07
2702,WO002701,4SVSDAU27Y53TSEPH,Renault,Trafic,2024,7,23,Blue,41813,rented,2022-03-02 12:39:07
2703,VA002702,ST7E2NYDRHVT7D8ZB,Jaguar,XF,2022,6,38,Black,5068,maintenance,2024-01-18 12:39:07
2704,YI002703,PKWUN6NCT01AVU558,Volkswagen,Transporter,2022,7,33,Red,66712,rented,2021-12-18 12:39:07
2705,EP002704,R18EN10UDYJ4FH2Z3,Ford,Taurus,2021,4,3,Beige,13337,rented,2024-11-03 12:39:07
2706,JA002705,VLXPTF3JU2MGD40S9,Audi,A6,2015,6,79,Gray,140663,available,2021-12-05 12:39:07
2707,NQ002706,XX9CZ1EZDD94L5WTT,Hyundai,i10,2023,1,54,Beige,58290,available,2023-02-22 12:39:07
2708,BL002707,5N9WEY32HCPVT8ABE,Toyota,Camry,2019,3,39,Silver,61415,maintenance,2022-11-01 12:39:07
2709,KJ002708,CCVDCLXYXCC0D85DP,Volkswagen,Transporter,2024,7,30,Gray,21357,rented,2022-06-26 12:39:07
2710,MY002709,U33LV4KS3YU6T9JGP,Renault,Trafic,2019,7,80,Blue,57226,rented,2025-02-24 12:39:07
2711,WZ002710,C1VX116WYFT98ZTWA,Volkswagen,Golf,2021,2,40,Green,24479,rented,2024-05-17 12:39:07
2712,JW002711,J7855TEYN0P968MLM,BMW,Z4,2022,8,64,Silver,29158,available,2026-03-31 12:39:07
2713,AS002712,9FRU22C4CRGV8S4M2,Volkswagen,up!,2024,1,56,White,18862,available,2021-07-18 12:39:07
2714,KY002713,8GWZ4S1DZ9A8CLMYE,Hyundai,i10,2019,1,49,White,68518,rented,2023-03-01 12:39:07
2715,NN002714,MPB94MW0ZWTTZ63J0,Fiat,500,2018,1,2,Beige,134424,rented,2022-08-27 12:39:07
2716,VV002715,JJC90GEEV7EDRY92W,Renault,Trafic,2017,7,35,Red,90519,maintenance,2021-11-22 12:39:07
2717,LG002716,GW1RR9RVVPPBWV0LG,Volkswagen,Transporter,2023,7,23,Blue,38268,rented,2024-01-30 12:39:07
2718,WO002717,GZDUFF786G07JBZVA,Volkswagen,up!,2024,1,53,Black,39344,available,2021-10-13 12:39:07
2719,CV002718,R5S5S3UDDSRS29P02,Volkswagen,up!,2016,1,67,Gray,46751,rented,2024-09-13 12:39:07
2720,NF002719,1APBDABDUD955JE27,Mazda,MX-5,2019,8,52,Gray,117583,available,2024-08-08 12:39:07
2721,ZE002720,Z42UT7UFV0NSBLUG1,Renault,Trafic,2015,7,66,Green,33267,maintenance,2021-07-24 12:39:07
2722,UG002721,Z76V0MAA0S6N2CSL4,Renault,Trafic,2021,7,42,White,7360,available,2026-04-19 12:39:07
2723,IB002722,AXD8KVKN3W8EJL42V,Toyota,Camry,2022,3,71,Red,78295,rented,2023-12-21 12:39:07
2724,HK002723,FUSZ97TBAWWWRZEFY,Mazda,MX-5,2025,8,17,Black,18173,rented,2022-04-11 12:39:07
2725,YZ002724,0JEGPBGTTSBBMW6UW,Renault,Trafic,2024,7,21,Gray,4522,available,2025-10-23 12:39:07
2726,DX002725,DX3FZULE8H45WNE5E,Volkswagen,Golf,2020,2,25,Green,38457,maintenance,2024-05-17 12:39:07
2727,VD002726,ES1LEB5EHZC61ZF04,Jeep,Grand Cherokee,2018,5,46,Beige,81966,retired,2021-09-30 12:39:07
2728,YA002727,2D357UK1G2AHBPJK8,Ford,Taurus,2022,4,6,White,47434,rented,2025-10-04 12:39:07
2729,ER002728,2VCAUWKLAD8M1LDA5,Volkswagen,Transporter,2025,7,65,Green,5491,available,2025-08-04 12:39:07
2730,HA002729,ZSEW4LYS9B7NSCWBY,BMW,5 Series,2018,6,5,White,120922,available,2022-04-30 12:39:07
2731,AJ002730,A04NHE6TS6W78J89Z,Mazda,MX-5,2018,8,16,Red,36311,rented,2024-09-27 12:39:07
2732,TI002731,LEM1D5LTJFDUZN1NE,Volkswagen,Golf,2015,2,78,Gray,194082,available,2024-07-17 12:39:07
2733,WM002732,LPB2LEAWUR6NE0B7U,Volkswagen,up!,2016,1,56,White,212883,rented,2023-09-07 12:39:07
2734,SE002733,BT42C8TZ9310X8PHG,Kia,Picanto,2016,1,31,White,77406,rented,2024-09-14 12:39:07
2735,WF002734,B7WX410RH76XBGCUY,Nissan,Rogue,2017,5,21,Beige,90068,rented,2024-02-08 12:39:07
2736,WP002735,AFJ7Z942XKZ8KRVXY,Audi,A5 Cabriolet,2025,8,60,White,10186,available,2021-11-30 12:39:07
2737,SQ002736,TV1K446CSVFHLC8KA,Volkswagen,Transporter,2015,7,56,Red,44779,retired,2025-04-19 12:39:07
2738,LI002737,UPYV7BKWDFK6XRYMJ,Volkswagen,up!,2023,1,74,Beige,60437,available,2022-12-20 12:39:07
2739,QJ002738,ANW8V7VFZD649H640,Jeep,Grand Cherokee,2021,5,66,Red,73761,available,2025-09-13 12:39:07
2740,CG002739,MV4HSCP7KK1WVNHL5,Fiat,500,2025,1,58,Green,3164,maintenance,2024-06-20 12:39:07
2741,YR002740,NMWCEP64UDNUYP71K,Mazda,MX-5,2021,8,75,Red,52443,available,2023-06-27 12:39:07
2742,CC002741,E8H0T151P50DXUMBN,Fiat,500,2020,1,74,Beige,84366,retired,2022-02-01 12:39:07
2743,LG002742,27922V5DKL4S3RE2H,Audi,A6,2018,6,70,Blue,162590,available,2024-10-28 12:39:07
2744,FH002743,VK47DGNDDLUT1WEUS,Nissan,Rogue,2018,5,27,Blue,120183,retired,2023-07-23 12:39:07
2745,EL002744,A80N5BY7HDMNADHGT,BMW,X5,2020,5,42,Gray,29643,rented,2023-01-18 12:39:07
2746,MC002745,PCB06LZ35ASVKUMPR,Mazda,3,2017,2,49,Gray,190450,available,2026-01-16 12:39:07
2747,CH002746,KYMSDCUVMAFEBCT1U,Hyundai,i10,2018,1,41,Green,174600,available,2025-06-18 12:39:07
2748,UR002747,HEZDCY29U4TAZJPDH,Ford,Mustang Convertible,2024,8,12,Silver,7278,rented,2026-05-09 12:39:07
2749,YT002748,CGDXEHA2VUUSZ9552,Lexus,ES,2020,6,69,Blue,104147,rented,2023-07-13 12:39:07
2750,TJ002749,ZFYY8H4LX5DFDM0K8,Nissan,Altima,2017,3,58,Black,77648,available,2026-06-12 12:39:07
2751,EN002750,2YBU5589FGP1ANLXA,Lexus,ES,2021,6,18,Silver,3972,available,2022-11-01 12:39:07
2752,GG002751,7J7J7C0JLJ6DPT125,Jeep,Grand Cherokee,2025,5,45,Beige,18545,retired,2022-09-12 12:39:07
2753,EG002752,W6J2SB46WUGP4BPGC,Toyota,Camry,2019,3,22,Green,153149,maintenance,2026-03-26 12:39:07
2754,OQ002753,ZNL0B6UXUFMYUS9WT,Audi,A5 Cabriolet,2019,8,46,Blue,21032,available,2022-06-30 12:39:07
2755,IP002754,PKSLAXPDHLYFMMPUD,Chevrolet,Impala,2021,4,44,Red,23211,available,2026-02-16 12:39:07
2756,UC002755,75LV416LZDA73EM25,Mercedes-Benz,Vito,2025,7,20,Blue,18561,maintenance,2023-06-12 12:39:07
2757,JA002756,BKBCF9GMA8RELT8SX,Hyundai,i10,2015,1,65,Beige,33982,rented,2026-05-06 12:39:07
2758,YY002757,G87AUFB94K5AB4M54,Volkswagen,up!,2022,1,79,White,29612,retired,2022-10-27 12:39:07
2759,PM002758,56ZHWEP91VF8AX2L0,Ford,Explorer,2018,5,7,Blue,106231,available,2024-03-19 12:39:07
2760,KF002759,LL68NS8WCBD29DAC6,Volkswagen,Transporter,2018,7,7,Blue,57758,available,2024-11-15 12:39:07
2761,PS002760,V4VGFXHSSYRR8YZTR,Toyota,Camry,2018,3,26,Black,133197,maintenance,2023-06-05 12:39:07
2762,OF002761,8L7C0D1LR7LSP9CVJ,Audi,A6,2024,6,32,Beige,14499,available,2025-10-01 12:39:07
2763,KZ002762,3J757Z9UZTE1Z9YF8,Volkswagen,up!,2017,1,10,Silver,67027,available,2025-01-15 12:39:07
2764,PU002763,U7GLH58E3AZD3U3UZ,Mercedes-Benz,E-Class,2015,6,25,Green,2111,available,2023-12-22 12:39:07
2765,YM002764,YB4WXCYB6A99E4ZZ1,Volkswagen,Golf,2019,2,75,Silver,41091,available,2022-12-24 12:39:07
2766,CN002765,Z821TGZGYWSX90095,Ford,Transit,2024,7,60,White,31133,available,2024-10-21 12:39:07
2767,SZ002766,KLPC98ZA30FP445NG,Toyota,RAV4,2023,5,13,Gray,46869,available,2024-03-31 12:39:07
2768,AD002767,KYVMH4H66U061JF1Z,Volkswagen,Transporter,2019,7,43,Green,120429,available,2025-07-02 12:39:07
2769,KG002768,ULXDVVL5P4FENZNSU,Toyota,Avalon,2015,4,76,Silver,27656,rented,2022-03-26 12:39:07
2770,JK002769,N44BW0AB3YZ6SS12N,Mazda,MX-5,2022,8,54,Red,75420,rented,2026-04-06 12:39:07
2771,QR002770,XN2P0WE97UJWHNRK3,Ford,Focus,2025,2,74,Red,3270,rented,2026-02-15 12:39:07
2772,RQ002771,RAPWB9EZFH5Y0WXCW,Ford,Mustang Convertible,2022,8,29,Black,20278,rented,2022-04-20 12:39:07
2773,TO002772,5Y4715WS6K26PTYG1,Fiat,500,2024,1,55,White,42200,available,2023-02-04 12:39:07
2774,MI002773,4ABKF2NW73SSJF0E2,BMW,Z4,2019,8,21,Silver,84158,retired,2025-10-28 12:39:07
2775,IK002774,0W6E1ENYUXKNF7G47,BMW,Z4,2021,8,73,Silver,16014,rented,2024-02-06 12:39:07
2776,NG002775,RY63P9NNJTTMDCWD4,Ford,Explorer,2024,5,1,Red,21008,available,2025-09-21 12:39:07
2777,FB002776,NX3YEH0JSBLDUKEU1,Mercedes-Benz,Vito,2015,7,13,Black,102534,rented,2022-07-25 12:39:07
2778,WF002777,3J2B43LGX9ZM2H005,Honda,CR-V,2023,5,57,Green,30786,rented,2023-09-05 12:39:07
2779,QO002778,Y57XTBWL16LNRTN4G,Jeep,Grand Cherokee,2025,5,21,White,7117,rented,2026-01-22 12:39:07
2780,IB002779,EZ9NJBTWCL0EUWV7D,Mercedes-Benz,Vito,2023,7,54,Silver,28980,available,2026-05-10 12:39:07
2781,CT002780,5GG2EF3D0G4W0J3ZC,Honda,Civic,2018,2,60,Black,105549,available,2022-09-08 12:39:07
2782,EI002781,DT8RBLEGRG4KFE48Z,Fiat,500,2019,1,66,Red,122146,retired,2023-04-23 12:39:07
2783,TJ002782,RSR460W8JK51BVNKG,Mazda,MX-5,2022,8,47,Silver,69200,retired,2026-02-19 12:39:07
2784,XT002783,P5HZZMNAKMGEYJ6EL,Kia,Picanto,2019,1,24,Green,139741,available,2024-05-18 12:39:07
2785,OA002784,88FPYZ2WGHHUL84PM,Toyota,Camry,2023,3,42,Gray,42984,rented,2023-11-25 12:39:07
2786,TM002785,Z1MX5TUXSRTA61MXL,BMW,5 Series,2024,6,38,Silver,42612,available,2023-03-30 12:39:07
2787,YC002786,ZKAY2TP38VNSYTAHR,Chrysler,300,2020,4,9,Silver,74817,retired,2026-04-11 12:39:07
2788,VU002787,6R06A6NNZ6ZJ3LR57,Jeep,Grand Cherokee,2016,5,64,Red,195949,available,2022-04-22 12:39:07
2789,YI002788,BYYJ24XHGF93GW4U3,BMW,Z4,2017,8,76,Green,163765,available,2025-08-03 12:39:07
2790,BD002789,Y00YCMHLT1AL0S8BJ,Audi,A6,2023,6,27,Green,8352,rented,2023-10-30 12:39:07
2791,TR002790,05Y85J69FV4Y2MN6C,Ford,Mondeo,2022,3,36,Black,44029,rented,2022-12-23 12:39:07
2792,MX002791,2N9GXJ3W50UNT3GCG,Audi,A5 Cabriolet,2024,8,25,Silver,34777,available,2021-11-02 12:39:07
2793,CC002792,RF38Z50XWLLGNG4RG,Ford,Mondeo,2020,3,38,Gray,107163,available,2026-01-31 12:39:07
2794,KO002793,8CKNNTUT9KTB3XGJF,Audi,A6,2019,6,17,Red,29931,available,2023-03-31 12:39:07
2795,FQ002794,ZZNNZ0CAZ56ZE7EZP,Audi,A6,2023,6,79,Black,42761,available,2022-12-03 12:39:07
2796,AZ002795,JE1ZUGALACGKNKF3H,Honda,Accord,2017,3,62,Green,142690,retired,2024-01-04 12:39:07
2797,AY002796,4HWS3GCDDFEW9U8Y9,Chevrolet,Impala,2023,4,39,Gray,59681,rented,2022-12-02 12:39:07
2798,DY002797,3K33TLFN5NSU5J9TM,Toyota,RAV4,2021,5,67,Red,21076,rented,2023-05-23 12:39:07
2799,EX002798,YDVSJTCRGT0X253B5,Volkswagen,Passat,2022,3,77,Blue,33960,rented,2024-01-02 12:39:07
2800,US002799,3A4L165MYRPSZZCM0,Renault,Trafic,2015,7,58,Silver,157933,available,2025-09-05 12:39:07
2801,RD002800,NDZD0U1N1Y5DY5D6H,BMW,Z4,2016,8,1,Silver,131983,rented,2022-11-22 12:39:07
2802,MA002801,RBVU4JDK11VAWZLRV,Toyota,Corolla,2022,2,1,Silver,64549,rented,2021-10-21 12:39:07
2803,FP002802,11YCFEFRNYWZHCKP7,Toyota,Camry,2017,3,70,White,83308,available,2021-11-01 12:39:07
2804,HL002803,RC1SLB1AG39RVEBW9,Mercedes-Benz,Vito,2021,7,26,Black,47312,maintenance,2022-03-22 12:39:07
2805,HN002804,FN1DBDEU23UGE73Y4,Volkswagen,Passat,2016,3,11,White,138777,rented,2025-03-29 12:39:07
2806,SJ002805,TKKJ3B94DYCCGW0EY,Ford,Mondeo,2018,3,17,Green,98157,available,2025-03-11 12:39:07
2807,XK002806,WUPH3D4ZV3LUUSV4W,Hyundai,i10,2015,1,63,Red,7239,retired,2025-08-24 12:39:07
2808,TH002807,YLJCDP2NMRRF4B8SM,Jaguar,XF,2021,6,42,Beige,97970,available,2022-11-21 12:39:07
2809,HV002808,1UK5RWB3Y7FZM5JVB,Audi,A5 Cabriolet,2022,8,42,Green,42105,available,2024-10-14 12:39:07
2810,DG002809,MBU2L8B05P83931DB,Mazda,MX-5,2021,8,55,Green,67701,rented,2021-12-15 12:39:07
2811,SF002810,CFDBZLKJWBBJ8MH12,Ford,Taurus,2018,4,32,Silver,19072,available,2024-12-30 12:39:07
2812,LE002811,XBYVSSL3BECZ5LHWN,Volkswagen,Golf,2015,2,75,Black,195763,available,2022-12-29 12:39:07
2813,VB002812,UUEASGH812PM5N5KE,Ford,Mustang Convertible,2020,8,45,Red,42287,rented,2025-01-02 12:39:07
2814,QG002813,ETUVMN7NJ7T5K3F2J,Ford,Mustang Convertible,2016,8,57,Gray,154715,available,2022-06-15 12:39:07
2815,FD002814,9PABTZYBC1D6RMKLT,BMW,Z4,2024,8,62,Blue,38519,rented,2023-03-30 12:39:07
2816,QH002815,SLZLEFJZ1TSF5VNRT,Honda,Accord,2022,3,72,White,51305,available,2023-01-04 12:39:07
2817,AP002816,3HXKF5EZ3JH9VNDHE,Ford,Taurus,2025,4,60,Green,8271,available,2023-05-04 12:39:07
2818,PK002817,U2R00V0KF5VU3JDRC,Renault,Trafic,2025,7,31,White,21006,available,2023-07-13 12:39:07
2819,KD002818,TB7N2BVM30P03BHXD,Honda,Accord,2022,3,76,Silver,84238,available,2021-11-08 12:39:07
2820,MI002819,6MXKJ45U7FK0ZTRJN,Mazda,3,2023,2,73,Beige,7864,maintenance,2023-03-06 12:39:07
2821,UL002820,LDRDAUG8V8DT8R8GS,BMW,X5,2024,5,58,Blue,7703,available,2025-06-01 12:39:07
2822,WI002821,XEAC3FSJR8JE72F8A,Audi,A6,2020,6,28,Blue,57328,rented,2024-02-02 12:39:07
2823,BR002822,Y9HS12CASZJK02V84,Volkswagen,Golf,2015,2,34,Beige,86308,rented,2022-01-08 12:39:07
2824,FL002823,41ZXDREHKNM5TDVXS,Volkswagen,Golf,2022,2,36,Gray,4158,rented,2026-03-05 12:39:07
2825,SN002824,T7VA0XX14T5STJTUZ,Honda,Civic,2018,2,64,Black,54008,retired,2025-06-09 12:39:07
2826,PY002825,7P6YGYRZT8TGZZZ2W,Ford,Transit,2024,7,45,Blue,23828,available,2025-10-10 12:39:07
2827,XK002826,M908M50E60PCE61EA,Kia,Picanto,2020,1,69,Silver,63397,available,2024-08-07 12:39:07
2828,YF002827,V532ALYTCU0VEU3B8,Toyota,Avalon,2024,4,17,Red,8485,retired,2022-10-12 12:39:07
2829,XM002828,4CPZCS4WW6AT3Z4US,Ford,Mustang Convertible,2018,8,73,Beige,104855,available,2023-08-19 12:39:07
2830,DV002829,JPJJKMS6D53W44XFL,Honda,Civic,2022,2,34,Beige,14256,available,2025-09-08 12:39:07
2831,CO002830,SZ8UF7W7S2DSXPGPT,Jaguar,XF,2022,6,13,Green,54170,available,2022-09-04 12:39:07
2832,JF002831,BD15N7H0Y01ZD8G2R,Chrysler,300,2015,4,77,Black,235537,available,2023-08-26 12:39:07
2833,FZ002832,HGMLWTGEXDBWESV3E,Ford,Taurus,2022,4,34,White,5924,retired,2025-02-16 12:39:07
2834,LC002833,GPN7HL6DX7N059513,Ford,Mondeo,2019,3,14,Black,57738,available,2023-09-28 12:39:07
2835,VM002834,ZFXJDGMRVZFYV74ZM,Mercedes-Benz,Vito,2018,7,62,Black,135212,rented,2025-07-25 12:39:07
2836,JC002835,LKW0Y7C3SXED5E1R0,Renault,Trafic,2019,7,25,Red,12936,maintenance,2022-12-18 12:39:07
2837,EA002836,NPPG0AE03XC7HDRH3,Ford,Mustang Convertible,2016,8,66,Beige,176507,rented,2021-09-10 12:39:07
2838,YY002837,L6LPHLXHA9SMTA01D,Lexus,ES,2023,6,4,White,49854,available,2023-04-02 12:39:07
2839,HO002838,DY67H0PEUG2HABHXB,Toyota,RAV4,2018,5,28,Silver,149361,available,2025-10-24 12:39:07
2840,FE002839,T2AGF3PTCE73H7R2F,Honda,Accord,2016,3,39,Blue,65440,available,2025-01-28 12:39:07
2841,TM002840,XMT13ZCNCPL7HWCTE,Ford,Focus,2024,2,80,Gray,28091,available,2025-05-10 12:39:07
2842,KV002841,0XA8T5L1DU5HHFF7C,Jeep,Grand Cherokee,2022,5,2,White,39209,maintenance,2026-02-07 12:39:07
2843,RI002842,BTE894UZZ8KSS3V2F,Fiat,500,2020,1,75,Blue,46532,rented,2024-11-23 12:39:07
2844,CL002843,ATLJTNDYDR52C4DCM,Volkswagen,Golf,2019,2,65,Silver,55320,rented,2026-05-30 12:39:07
2845,XP002844,HDX09CR2VLTAE528M,Chevrolet,Impala,2021,4,31,Silver,99397,available,2025-07-31 12:39:07
2846,WE002845,H2V1U09MVGWAWEKAH,Volkswagen,Transporter,2020,7,51,Beige,8357,available,2024-12-05 12:39:07
2847,AN002846,UCE74L5AR0STC4WL4,Volkswagen,up!,2021,1,7,Green,19432,available,2023-02-14 12:39:07
2848,XC002847,JLM88N5CXRK1HWW6K,Mercedes-Benz,E-Class,2025,6,40,Black,24309,rented,2023-11-18 12:39:07
2849,NN002848,LY03ZL8D45EV51LJY,Mercedes-Benz,Vito,2019,7,8,Green,116078,available,2026-05-07 12:39:07
2850,JX002849,9HWF0NNBGAXUBY4DN,Ford,Mustang Convertible,2019,8,60,Green,37968,rented,2023-09-12 12:39:07
2851,LO002850,JG8V8XL5A02BV2E73,BMW,X5,2015,5,29,Red,59855,rented,2026-06-11 12:39:07
2852,YK002851,DT543R1SN9WKLU56Z,Toyota,Corolla,2017,2,47,Silver,88080,maintenance,2025-10-27 12:39:07
2853,LH002852,HMP27FPZS674PSFZA,Toyota,Avalon,2020,4,29,Green,11692,available,2025-01-15 12:39:07
2854,JF002853,0K8697TBYAG8YT08L,Ford,Taurus,2025,4,35,Black,15666,maintenance,2023-11-08 12:39:07
2855,MT002854,A390NK0UT73MSFZ8G,BMW,Z4,2023,8,11,Black,14661,rented,2024-07-13 12:39:07
2856,ZL002855,SLCU35KS1WMU66X8X,Mercedes-Benz,Vito,2022,7,67,White,68324,available,2022-12-31 12:39:07
2857,VS002856,4PWFH96ECW28C97B2,Chrysler,300,2020,4,70,Black,69497,available,2021-11-13 12:39:07
2858,OO002857,M9KZGNEZVKXRB1LSM,Nissan,Rogue,2022,5,23,Green,36155,available,2023-03-28 12:39:07
2859,WV002858,KV4B2V1U18847XWXS,Lexus,ES,2016,6,58,Blue,88774,rented,2021-09-06 12:39:07
2860,VR002859,H5P1MS81X51AKP2EH,Ford,Taurus,2019,4,63,Green,111778,rented,2022-01-06 12:39:07
2861,EI002860,RTUB2G9TP2YKSUS4A,Mazda,MX-5,2025,8,45,Green,17222,available,2023-03-20 12:39:07
2862,AA002861,J8BHDC4GD1XDZRADN,Ford,Transit,2020,7,49,Red,136587,maintenance,2022-09-04 12:39:07
2863,KV002862,CEA80PLUPPBC3NULC,Ford,Explorer,2017,5,13,Gray,128314,available,2025-05-28 12:39:07
