id,car_id,policy_number,insurer_name,start_date,end_date,coverage_amount
1646,1646,POL-0001646-2025,Zurich,2025-02-21,2026-02-21,43000
1647,1647,POL-0001647-2025,Zurich,2025-02-25,2026-02-25,25000
1648,1648,POL-0001648-2025,Zurich,2025-01-18,2026-01-18,70000
1649,1649,POL-0001649-2025,Aviva,2025-02-24,2026-02-24,49000
1650,1650,POL-0001650-2025,StateFarm,2025-02-18,2026-02-18,43000
1651,1651,POL-0001651-2025,Allianz,2025-04-30,2026-04-30,87000
1652,1652,POL-0001652-2025,Liberty Mutual,2025-04-20,2026-04-20,55000
1653,1653,POL-0001653-2025,StateFarm,2025-06-15,2026-06-15,30000
1654,1654,POL-0001654-2025,Generali,2025-06-04,2026-06-04,95000
1655,1655,POL-0001655-2024,AXA,2024-12-22,2025-12-22,99000
1656,1656,POL-0001656-2025,Zurich,2025-06-01,2026-06-01,53000
1657,1657,POL-0001657-2025,Progressive,2025-03-22,2026-03-22,49000
1658,1658,POL-0001658-2025,AXA,2025-03-23,2026-03-23,29000
1659,1659,POL-0001659-2025,Liberty Mutual,2025-05-31,2026-05-31,98000
1660,1660,POL-0001660-2025,StateFarm,2025-05-04,2026-05-04,26000
1661,1661,POL-0001661-2025,Zurich,2025-02-07,2026-02-07,82000
1662,1662,POL-0001662-2025,Geico,2025-05-08,2026-05-08,26000
1663,1663,POL-0001663-2025,Generali,2025-05-14,2026-05-14,77000
1664,1664,POL-0001664-2025,Progressive,2025-04-16,2026-04-16,69000
1665,1665,POL-0001665-2025,StateFarm,2025-02-17,2026-02-17,83000
1666,1666,POL-0001666-2025,Progressive,2025-02-13,2026-02-13,43000
1667,1667,POL-0001667-2025,Liberty Mutual,2025-03-21,2026-03-21,65000
1668,1668,POL-0001668-2025,StateFarm,2025-03-09,2026-03-09,98000
1669,1669,POL-0001669-2025,Aviva,2025-06-18,2026-06-18,49000
1670,1670,POL-0001670-2025,StateFarm,2025-04-08,2026-04-08,27000
1671,1671,POL-0001671-2025,AXA,2025-05-13,2026-05-13,26000
1672,1672,POL-0001672-2025,Geico,2025-06-11,2026-06-11,69000
1673,1673,POL-0001673-2025,Allianz,2025-03-30,2026-03-30,76000
1674,1674,POL-0001674-2025,MAPFRE,2025-03-20,2026-03-20,57000
1675,1675,POL-0001675-2025,Aviva,2025-06-26,2026-06-26,27000
1676,1676,POL-0001676-2025,Zurich,2025-06-17,2026-06-17,86000
1677,1677,POL-0001677-2025,Allianz,2025-03-14,2026-03-14,65000
1678,1678,POL-0001678-2025,StateFarm,2025-04-29,2026-04-29,98000
1679,1679,POL-0001679-2025,StateFarm,2025-02-14,2026-02-14,88000
1680,1680,POL-0001680-2025,MAPFRE,2025-01-02,2026-01-02,37000
1681,1681,POL-0001681-2025,Aviva,2025-06-27,2026-06-27,78000
1682,1682,POL-0001682-2025,MAPFRE,2025-04-15,2026-04-15,24000
1683,1683,POL-0001683-2025,Aviva,2025-06-20,2026-06-20,35000
1684,1684,POL-0001684-2025,Zurich,2025-01-29,2026-01-29,77000
1685,1685,POL-0001685-2025,Allianz,2025-03-12,2026-03-12,84000
1686,1686,POL-0001686-2025,Liberty Mutual,2025-03-29,2026-03-29,64000
1687,1687,POL-0001687-2025,AXA,2025-03-09,2026-03-09,97000
1688,1688,POL-0001688-2025,Progressive,2025-01-23,2026-01-23,50000
1689,1689,POL-0001689-2025,Zurich,2025-01-11,2026-01-11,66000
1690,1690,POL-0001690-2025,Generali,2025-06-18,2026-06-18,74000
1691,1691,POL-0001691-2025,StateFarm,2025-02-06,2026-02-06,67000
1692,1692,POL-0001692-2025,Aviva,2025-06-14,2026-06-14,33000
1693,1693,POL-0001693-2025,Generali,2025-03-06,2026-03-06,28000
1694,1694,POL-0001694-2024,Generali,2024-12-12,2025-12-12,25000
1695,1695,POL-0001695-2025,Zurich,2025-02-16,2026-02-16,69000
1696,1696,POL-0001696-2025,StateFarm,2025-05-04,2026-05-04,92000
1697,1697,POL-0001697-2025,Aviva,2025-02-27,2026-02-27,21000
1698,1698,POL-0001698-2025,Generali,2025-04-03,2026-04-03,48000
1699,1699,POL-0001699-2025,Generali,2025-02-04,2026-02-04,91000
1700,1700,POL-0001700-2025,Generali,2025-05-14,2026-05-14,63000
1701,1701,POL-0001701-2024,Progressive,2024-12-23,2025-12-23,37000
1702,1702,POL-0001702-2025,AXA,2025-04-03,2026-04-03,71000
1703,1703,POL-0001703-2025,Generali,2025-06-01,2026-06-01,51000
1704,1704,POL-0001704-2025,StateFarm,2025-03-27,2026-03-27,20000
1705,1705,POL-0001705-2025,MAPFRE,2025-06-19,2026-06-19,58000
1706,1706,POL-0001706-2025,Progressive,2025-05-12,2026-05-12,89000
1707,1707,POL-0001707-2024,Progressive,2024-12-26,2025-12-26,81000
1708,1708,POL-0001708-2025,Allianz,2025-05-31,2026-05-31,80000
1709,1709,POL-0001709-2025,Aviva,2025-06-25,2026-06-25,90000
1710,1710,POL-0001710-2025,AXA,2025-05-09,2026-05-09,74000
1711,1711,POL-0001711-2024,MAPFRE,2024-12-12,2025-12-12,73000
1712,1712,POL-0001712-2025,StateFarm,2025-06-15,2026-06-15,56000
1713,1713,POL-0001713-2024,Generali,2024-12-21,2025-12-21,76000
1714,1714,POL-0001714-2025,Liberty Mutual,2025-04-13,2026-04-13,59000
1715,1715,POL-0001715-2025,Progressive,2025-03-04,2026-03-04,40000
1716,1716,POL-0001716-2025,Geico,2025-06-04,2026-06-04,72000
1717,1717,POL-0001717-2025,Generali,2025-01-29,2026-01-29,32000
1718,1718,POL-0001718-2025,Generali,2025-05-01,2026-05-01,41000
1719,1719,POL-0001719-2025,Geico,2025-03-07,2026-03-07,43000
1720,1720,POL-0001720-2025,StateFarm,2025-04-29,2026-04-29,91000
1721,1721,POL-0001721-2025,Geico,2025-05-16,2026-05-16,92000
1722,1722,POL-0001722-2025,MAPFRE,2025-04-20,2026-04-20,53000
1723,1723,POL-0001723-2024,Allianz,2024-12-12,2025-12-12,77000
1724,1724,POL-0001724-2025,StateFarm,2025-05-29,2026-05-29,40000
1725,1725,POL-0001725-2025,AXA,2025-06-24,2026-06-24,96000
1726,1726,POL-0001726-2025,Zurich,2025-04-17,2026-04-17,99000
1727,1727,POL-0001727-2025,Zurich,2025-02-21,2026-02-21,27000
1728,1728,POL-0001728-2025,Allianz,2025-03-05,2026-03-05,56000
1729,1729,POL-0001729-2025,MAPFRE,2025-01-19,2026-01-19,80000
1730,1730,POL-0001730-2025,Generali,2025-05-24,2026-05-24,76000
1731,1731,POL-0001731-2025,Liberty Mutual,2025-01-05,2026-01-05,96000
1732,1732,POL-0001732-2025,StateFarm,2025-06-18,2026-06-18,34000
1733,1733,POL-0001733-2025,Geico,2025-06-25,2026-06-25,33000
1734,1734,POL-0001734-2025,Progressive,2025-06-16,2026-06-16,30000
1735,1735,POL-0001735-2024,Liberty Mutual,2024-12-18,2025-12-18,31000
1736,1736,POL-0001736-2025,MAPFRE,2025-01-28,2026-01-28,96000
1737,1737,POL-0001737-2025,Generali,2025-02-01,2026-02-01,39000
1738,1738,POL-0001738-2025,Progressive,2025-05-30,2026-05-30,84000
1739,1739,POL-0001739-2025,Allianz,2025-04-16,2026-04-16,76000
1740,1740,POL-0001740-2025,Liberty Mutual,2025-06-16,2026-06-16,90000
1741,1741,POL-0001741-2025,Generali,2025-04-05,2026-04-05,71000
1742,1742,POL-0001742-2025,Allianz,2025-05-22,2026-05-22,32000
1743,1743,POL-0001743-2025,Geico,2025-04-05,2026-04-05,56000
1744,1744,POL-0001744-2025,Allianz,2025-06-25,2026-06-25,52000
1745,1745,POL-0001745-2025,Geico,2025-01-20,2026-01-20,44000
1746,1746,POL-0001746-2024,Allianz,2024-12-12,2025-12-12,45000
1747,1747,POL-0001747-2025,StateFarm,2025-04-29,2026-04-29,38000
1748,1748,POL-0001748-2025,StateFarm,2025-06-18,2026-06-18,44000
1749,1749,POL-0001749-2025,Liberty Mutual,2025-06-20,2026-06-20,68000
1750,1750,POL-0001750-2025,AXA,2025-03-11,2026-03-11,31000
1751,1751,POL-0001751-2025,Progressive,2025-06-02,2026-06-02,48000
1752,1752,POL-0001752-2025,Aviva,2025-05-27,2026-05-27,31000
1753,1753,POL-0001753-2025,Zurich,2025-05-15,2026-05-15,97000
1754,1754,POL-0001754-2025,Aviva,2025-03-25,2026-03-25,65000
1755,1755,POL-0001755-2025,Generali,2025-04-08,2026-04-08,68000
1756,1756,POL-0001756-2025,Geico,2025-01-31,2026-01-31,89000
1757,1757,POL-0001757-2024,Zurich,2024-12-24,2025-12-24,44000
1758,1758,POL-0001758-2025,Allianz,2025-06-22,2026-06-22,88000
1759,1759,POL-0001759-2025,Allianz,2025-05-27,2026-05-27,31000
1760,1760,POL-0001760-2024,Progressive,2024-12-29,2025-12-29,48000
1761,1761,POL-0001761-2025,MAPFRE,2025-06-09,2026-06-09,43000
1762,1762,POL-0001762-2025,Geico,2025-03-18,2026-03-18,69000
1763,1763,POL-0001763-2025,Generali,2025-05-12,2026-05-12,29000
1764,1764,POL-0001764-2025,Progressive,2025-01-19,2026-01-19,31000
1765,1765,POL-0001765-2025,AXA,2025-06-27,2026-06-27,34000
1766,1766,POL-0001766-2025,StateFarm,2025-05-22,2026-05-22,56000
1767,1767,POL-0001767-2024,MAPFRE,2024-12-13,2025-12-13,40000
1768,1768,POL-0001768-2025,Progressive,2025-02-10,2026-02-10,93000
1769,1769,POL-0001769-2024,Allianz,2024-12-13,2025-12-13,38000
1770,1770,POL-0001770-2025,StateFarm,2025-01-21,2026-01-21,43000
1771,1771,POL-0001771-2025,Zurich,2025-04-20,2026-04-20,32000
1772,1772,POL-0001772-2024,Geico,2024-12-21,2025-12-21,43000
1773,1773,POL-0001773-2025,Generali,2025-06-02,2026-06-02,70000
1774,1774,POL-0001774-2025,Allianz,2025-02-23,2026-02-23,58000
1775,1775,POL-0001775-2025,MAPFRE,2025-02-18,2026-02-18,55000
1776,1776,POL-0001776-2025,Progressive,2025-02-06,2026-02-06,42000
1777,1777,POL-0001777-2025,Liberty Mutual,2025-05-19,2026-05-19,35000
1778,1778,POL-0001778-2025,MAPFRE,2025-01-22,2026-01-22,23000
1779,1779,POL-0001779-2025,Allianz,2025-02-22,2026-02-22,87000
1780,1780,POL-0001780-2025,StateFarm,2025-04-21,2026-04-21,46000
1781,1781,POL-0001781-2025,Progressive,2025-05-25,2026-05-25,52000
1782,1782,POL-0001782-2025,Generali,2025-03-31,2026-03-31,60000
1783,1783,POL-0001783-2025,StateFarm,2025-02-09,2026-02-09,61000
1784,1784,POL-0001784-2025,Progressive,2025-01-09,2026-01-09,90000
1785,1785,POL-0001785-2025,Allianz,2025-01-30,2026-01-30,95000
1786,1786,POL-0001786-2025,Zurich,2025-06-11,2026-06-11,31000
1787,1787,POL-0001787-2025,Zurich,2025-06-23,2026-06-23,72000
1788,1788,POL-0001788-2025,Generali,2025-03-16,2026-03-16,39000
1789,1789,POL-0001789-2025,Progressive,2025-05-03,2026-05-03,91000
1790,1790,POL-0001790-2025,Generali,2025-02-12,2026-02-12,37000
1791,1791,POL-0001791-2025,MAPFRE,2025-01-07,2026-01-07,82000
1792,1792,POL-0001792-2025,Geico,2025-01-23,2026-01-23,43000
1793,1793,POL-0001793-2025,StateFarm,2025-05-21,2026-05-21,63000
1794,1794,POL-0001794-2025,Allianz,2025-05-18,2026-05-18,39000
1795,1795,POL-0001795-2025,Liberty Mutual,2025-05-04,2026-05-04,21000
1796,1796,POL-0001796-2025,AXA,2025-05-05,2026-05-05,46000
1797,1797,POL-0001797-2025,MAPFRE,2025-02-12,2026-02-12,39000
1798,1798,POL-0001798-2025,Generali,2025-06-26,2026-06-26,25000
1799,1799,POL-0001799-2025,Geico,2025-05-03,2026-05-03,47000
1800,1800,POL-0001800-2024,StateFarm,2024-12-11,2025-12-11,30000
1801,1801,POL-0001801-2025,StateFarm,2025-01-06,2026-01-06,63000
1802,1802,POL-0001802-2024,MAPFRE,2024-12-26,2025-12-26,90000
1803,1803,POL-0001803-2025,AXA,2025-04-16,2026-04-16,90000
1804,1804,POL-0001804-2025,Geico,2025-01-19,2026-01-19,67000
1805,1805,POL-0001805-2025,Liberty Mutual,2025-05-05,2026-05-05,34000
1806,1806,POL-0001806-2024,Zurich,2024-12-23,2025-12-23,77000
1807,1807,POL-0001807-2025,StateFarm,2025-04-09,2026-04-09,44000
1808,1808,POL-0001808-2025,Progressive,2025-01-27,2026-01-27,81000
1809,1809,POL-0001809-2025,Zurich,2025-03-15,2026-03-15,35000
1810,1810,POL-0001810-2025,AXA,2025-03-20,2026-03-20,95000
1811,1811,POL-0001811-2025,Zurich,2025-06-21,2026-06-21,50000
1812,1812,POL-0001812-2025,Progressive,2025-03-25,2026-03-25,72000
1813,1813,POL-0001813-2024,Geico,2024-12-24,2025-12-24,99000
1814,1814,POL-0001814-2025,AXA,2025-02-16,2026-02-16,29000
1815,1815,POL-0001815-2025,Generali,2025-02-18,2026-02-18,84000
1816,1816,POL-0001816-2025,Aviva,2025-06-27,2026-06-27,51000
1817,1817,POL-0001817-2025,Liberty Mutual,2025-03-05,2026-03-05,61000
1818,1818,POL-0001818-2025,Aviva,2025-06-28,2026-06-28,50000
1819,1819,POL-0001819-2025,Generali,2025-01-08,2026-01-08,35000
1820,1820,POL-0001820-2024,AXA,2024-12-26,2025-12-26,84000
1821,1821,POL-0001821-2025,Progressive,2025-04-04,2026-04-04,57000
1822,1822,POL-0001822-2025,MAPFRE,2025-05-12,2026-05-12,39000
1823,1823,POL-0001823-2024,Progressive,2024-12-20,2025-12-20,38000
1824,1824,POL-0001824-2025,Allianz,2025-05-05,2026-05-05,82000
1825,1825,POL-0001825-2025,Generali,2025-03-04,2026-03-04,67000
1826,1826,POL-0001826-2025,Generali,2025-06-27,2026-06-27,67000
1827,1827,POL-0001827-2025,Geico,2025-01-17,2026-01-17,74000
1828,1828,POL-0001828-2025,Allianz,2025-01-07,2026-01-07,38000
1829,1829,POL-0001829-2025,MAPFRE,2025-01-25,2026-01-25,31000
1830,1830,POL-0001830-2025,Generali,2025-03-28,2026-03-28,74000
1831,1831,POL-0001831-2025,Allianz,2025-01-13,2026-01-13,52000
1832,1832,POL-0001832-2025,MAPFRE,2025-03-02,2026-03-02,96000
1833,1833,POL-0001833-2025,MAPFRE,2025-01-04,2026-01-04,42000
1834,1834,POL-0001834-2025,Geico,2025-01-02,2026-01-02,85000
1835,1835,POL-0001835-2025,Allianz,2025-02-21,2026-02-21,38000
1836,1836,POL-0001836-2025,Zurich,2025-01-25,2026-01-25,93000
1837,1837,POL-0001837-2025,AXA,2025-02-28,2026-02-28,54000
1838,1838,POL-0001838-2025,Progressive,2025-05-01,2026-05-01,30000
1839,1839,POL-0001839-2025,Aviva,2025-01-27,2026-01-27,64000
1840,1840,POL-0001840-2025,MAPFRE,2025-01-16,2026-01-16,36000
1841,1841,POL-0001841-2025,Zurich,2025-02-10,2026-02-10,59000
1842,1842,POL-0001842-2025,Liberty Mutual,2025-02-07,2026-02-07,98000
1843,1843,POL-0001843-2025,Zurich,2025-03-04,2026-03-04,66000
1844,1844,POL-0001844-2025,Generali,2025-04-06,2026-04-06,96000
1845,1845,POL-0001845-2025,Liberty Mutual,2025-05-22,2026-05-22,52000
1846,1846,POL-0001846-2025,Progressive,2025-04-11,2026-04-11,62000
1847,1847,POL-0001847-2024,AXA,2024-12-23,2025-12-23,81000
1848,1848,POL-0001848-2025,StateFarm,2025-06-05,2026-06-05,56000
1849,1849,POL-0001849-2025,MAPFRE,2025-04-09,2026-04-09,88000
1850,1850,POL-0001850-2025,StateFarm,2025-05-27,2026-05-27,33000
1851,1851,POL-0001851-2025,Allianz,2025-02-11,2026-02-11,96000
1852,1852,POL-0001852-2025,Liberty Mutual,2025-06-12,2026-06-12,51000
1853,1853,POL-0001853-2025,Liberty Mutual,2025-05-10,2026-05-10,63000
1854,1854,POL-0001854-2025,Generali,2025-02-01,2026-02-01,51000
1855,1855,POL-0001855-2025,Generali,2025-03-24,2026-03-24,92000
1856,1856,POL-0001856-2025,Generali,2025-06-11,2026-06-11,63000
1857,1857,POL-0001857-2024,Aviva,2024-12-26,2025-12-26,53000
1858,1858,POL-0001858-2025,Aviva,2025-03-25,2026-03-25,75000
1859,1859,POL-0001859-2025,Generali,2025-02-11,2026-02-11,84000
1860,1860,POL-0001860-2025,Liberty Mutual,2025-03-16,2026-03-16,50000
1861,1861,POL-0001861-2025,Geico,2025-06-13,2026-06-13,76000
1862,1862,POL-0001862-2025,Allianz,2025-06-25,2026-06-25,73000
1863,1863,POL-0001863-2025,Progressive,2025-04-13,2026-04-13,53000
1864,1864,POL-0001864-2025,Aviva,2025-01-11,2026-01-11,35000
1865,1865,POL-0001865-2025,Generali,2025-06-18,2026-06-18,47000
1866,1866,POL-0001866-2025,Geico,2025-06-21,2026-06-21,52000
1867,1867,POL-0001867-2025,Progressive,2025-03-28,2026-03-28,38000
1868,1868,POL-0001868-2025,Liberty Mutual,2025-06-21,2026-06-21,81000
1869,1869,POL-0001869-2025,Liberty Mutual,2025-03-29,2026-03-29,54000
1870,1870,POL-0001870-2025,Geico,2025-04-27,2026-04-27,30000
1871,1871,POL-0001871-2025,Progressive,2025-05-01,2026-05-01,83000
1872,1872,POL-0001872-2025,AXA,2025-06-18,2026-06-18,47000
1873,1873,POL-0001873-2025,Liberty Mutual,2025-02-25,2026-02-25,46000
1874,1874,POL-0001874-2025,Generali,2025-05-30,2026-05-30,99000
1875,1875,POL-0001875-2025,Allianz,2025-05-26,2026-05-26,90000
1876,1876,POL-0001876-2025,Progressive,2025-04-29,2026-04-29,51000
1877,1877,POL-0001877-2025,MAPFRE,2025-02-09,2026-02-09,91000
1878,1878,POL-0001878-2025,Aviva,2025-05-07,2026-05-07,73000
1879,1879,POL-0001879-2025,MAPFRE,2025-04-21,2026-04-21,38000
1880,1880,POL-0001880-2025,Geico,2025-05-08,2026-05-08,81000
1881,1881,POL-0001881-2025,Liberty Mutual,2025-04-21,2026-04-21,85000
1882,1882,POL-0001882-2025,Aviva,2025-03-03,2026-03-03,94000
1883,1883,POL-0001883-2025,Progressive,2025-05-07,2026-05-07,32000
1884,1884,POL-0001884-2025,Progressive,2025-01-04,2026-01-04,25000
1885,1885,POL-0001885-2025,Liberty Mutual,2025-04-02,2026-04-02,93000
1886,1886,POL-0001886-2025,StateFarm,2025-03-12,2026-03-12,28000
1887,1887,POL-0001887-2025,MAPFRE,2025-01-21,2026-01-21,83000
1888,1888,POL-0001888-2025,Zurich,2025-03-27,2026-03-27,69000
1889,1889,POL-0001889-2025,Liberty Mutual,2025-01-16,2026-01-16,72000
1890,1890,POL-0001890-2025,Allianz,2025-05-10,2026-05-10,71000
1891,1891,POL-0001891-2025,Progressive,2025-05-05,2026-05-05,45000
1892,1892,POL-0001892-2025,Zurich,2025-04-22,2026-04-22,94000
1893,1893,POL-0001893-2025,Zurich,2025-03-28,2026-03-28,83000
1894,1894,POL-0001894-2025,MAPFRE,2025-05-30,2026-05-30,38000
1895,1895,POL-0001895-2025,Generali,2025-04-22,2026-04-22,84000
1896,1896,POL-0001896-2024,Zurich,2024-12-20,2025-12-20,32000
1897,1897,POL-0001897-2025,Zurich,2025-04-04,2026-04-04,43000
1898,1898,POL-0001898-2025,Zurich,2025-05-10,2026-05-10,20000
1899,1899,POL-0001899-2025,Geico,2025-03-19,2026-03-19,93000
1900,1900,POL-0001900-2025,Geico,2025-05-14,2026-05-14,38000
1901,1901,POL-0001901-2025,Zurich,2025-06-22,2026-06-22,60000
1902,1902,POL-0001902-2024,Aviva,2024-12-18,2025-12-18,56000
1903,1903,POL-0001903-2025,Progressive,2025-04-28,2026-04-28,33000
1904,1904,POL-0001904-2025,Allianz,2025-06-07,2026-06-07,70000
1905,1905,POL-0001905-2025,Allianz,2025-05-22,2026-05-22,54000
1906,1906,POL-0001906-2025,MAPFRE,2025-02-06,2026-02-06,54000
1907,1907,POL-0001907-2025,MAPFRE,2025-02-05,2026-02-05,82000
1908,1908,POL-0001908-2024,Progressive,2024-12-22,2025-12-22,64000
1909,1909,POL-0001909-2025,AXA,2025-03-25,2026-03-25,28000
1910,1910,POL-0001910-2025,Generali,2025-04-21,2026-04-21,83000
1911,1911,POL-0001911-2025,Geico,2025-06-11,2026-06-11,96000
1912,1912,POL-0001912-2025,MAPFRE,2025-01-02,2026-01-02,25000
1913,1913,POL-0001913-2025,Geico,2025-03-06,2026-03-06,64000
1914,1914,POL-0001914-2024,Liberty Mutual,2024-12-15,2025-12-15,93000
1915,1915,POL-0001915-2025,MAPFRE,2025-06-15,2026-06-15,58000
1916,1916,POL-0001916-2025,Geico,2025-05-06,2026-05-06,45000
1917,1917,POL-0001917-2025,Liberty Mutual,2025-04-17,2026-04-17,21000
1918,1918,POL-0001918-2024,Allianz,2024-12-20,2025-12-20,31000
1919,1919,POL-0001919-2025,Geico,2025-06-24,2026-06-24,56000
1920,1920,POL-0001920-2025,StateFarm,2025-05-27,2026-05-27,91000
1921,1921,POL-0001921-2025,Progressive,2025-05-10,2026-05-10,66000
1922,1922,POL-0001922-2025,AXA,2025-05-17,2026-05-17,54000
1923,1923,POL-0001923-2024,Aviva,2024-12-14,2025-12-14,32000
1924,1924,POL-0001924-2025,Allianz,2025-05-16,2026-05-16,70000
1925,1925,POL-0001925-2025,Generali,2025-02-23,2026-02-23,57000
1926,1926,POL-0001926-2025,AXA,2025-05-07,2026-05-07,47000
1927,1927,POL-0001927-2025,Aviva,2025-05-25,2026-05-25,68000
1928,1928,POL-0001928-2025,Geico,2025-04-09,2026-04-09,57000
1929,1929,POL-0001929-2025,MAPFRE,2025-04-30,2026-04-30,80000
1930,1930,POL-0001930-2025,Progressive,2025-05-04,2026-05-04,58000
1931,1931,POL-0001931-2025,Liberty Mutual,2025-06-24,2026-06-24,53000
1932,1932,POL-0001932-2025,Generali,2025-01-29,2026-01-29,82000
1933,1933,POL-0001933-2024,MAPFRE,2024-12-12,2025-12-12,68000
1934,1934,POL-0001934-2025,Progressive,2025-05-21,2026-05-21,20000
1935,1935,POL-0001935-2025,Zurich,2025-05-15,2026-05-15,77000
1936,1936,POL-0001936-2024,Zurich,2024-12-26,2025-12-26,77000
1937,1937,POL-0001937-2025,Allianz,2025-03-10,2026-03-10,98000
1938,1938,POL-0001938-2025,Geico,2025-01-26,2026-01-26,61000
1939,1939,POL-0001939-2025,StateFarm,2025-01-23,2026-01-23,59000
1940,1940,POL-0001940-2025,Geico,2025-03-12,2026-03-12,40000
1941,1941,POL-0001941-2025,Allianz,2025-04-02,2026-04-02,65000
1942,1942,POL-0001942-2024,Liberty Mutual,2024-12-12,2025-12-12,20000
1943,1943,POL-0001943-2025,Liberty Mutual,2025-01-18,2026-01-18,56000
1944,1944,POL-0001944-2025,Liberty Mutual,2025-05-11,2026-05-11,74000
1945,1945,POL-0001945-2025,StateFarm,2025-03-18,2026-03-18,35000
1946,1946,POL-0001946-2025,StateFarm,2025-04-30,2026-04-30,73000
1947,1947,POL-0001947-2025,Geico,2025-03-13,2026-03-13,75000
1948,1948,POL-0001948-2025,Aviva,2025-01-11,2026-01-11,24000
1949,1949,POL-0001949-2025,StateFarm,2025-05-22,2026-05-22,92000
1950,1950,POL-0001950-2025,Geico,2025-06-18,2026-06-18,87000
1951,1951,POL-0001951-2024,Liberty Mutual,2024-12-22,2025-12-22,49000
1952,1952,POL-0001952-2025,Allianz,2025-06-15,2026-06-15,55000
1953,1953,POL-0001953-2025,MAPFRE,2025-04-04,2026-04-04,95000
1954,1954,POL-0001954-2025,Liberty Mutual,2025-02-12,2026-02-12,83000
1955,1955,POL-0001955-2025,Allianz,2025-04-23,2026-04-23,56000
1956,1956,POL-0001956-2025,Allianz,2025-04-18,2026-04-18,87000
1957,1957,POL-0001957-2025,Liberty Mutual,2025-04-26,2026-04-26,56000
1958,1958,POL-0001958-2025,AXA,2025-01-19,2026-01-19,90000
1959,1959,POL-0001959-2025,StateFarm,2025-06-12,2026-06-12,81000
1960,1960,POL-0001960-2025,StateFarm,2025-03-24,2026-03-24,64000
1961,1961,POL-0001961-2025,Aviva,2025-06-08,2026-06-08,31000
1962,1962,POL-0001962-2025,Generali,2025-06-25,2026-06-25,95000
1963,1963,POL-0001963-2025,Allianz,2025-02-12,2026-02-12,99000
1964,1964,POL-0001964-2025,MAPFRE,2025-02-06,2026-02-06,89000
1965,1965,POL-0001965-2025,Geico,2025-04-24,2026-04-24,24000
1966,1966,POL-0001966-2025,Liberty Mutual,2025-01-07,2026-01-07,30000
1967,1967,POL-0001967-2025,MAPFRE,2025-01-06,2026-01-06,72000
1968,1968,POL-0001968-2025,Zurich,2025-03-10,2026-03-10,28000
1969,1969,POL-0001969-2025,Allianz,2025-04-20,2026-04-20,41000
1970,1970,POL-0001970-2025,Allianz,2025-02-11,2026-02-11,88000
1971,1971,POL-0001971-2025,Liberty Mutual,2025-02-09,2026-02-09,99000
1972,1972,POL-0001972-2025,Progressive,2025-06-10,2026-06-10,86000
1973,1973,POL-0001973-2025,Zurich,2025-04-06,2026-04-06,89000
1974,1974,POL-0001974-2025,MAPFRE,2025-02-02,2026-02-02,64000
1975,1975,POL-0001975-2025,Aviva,2025-03-14,2026-03-14,59000
1976,1976,POL-0001976-2025,Aviva,2025-02-06,2026-02-06,35000
1977,1977,POL-0001977-2025,MAPFRE,2025-01-09,2026-01-09,77000
1978,1978,POL-0001978-2025,Progressive,2025-04-30,2026-04-30,48000
1979,1979,POL-0001979-2024,StateFarm,2024-12-12,2025-12-12,35000
1980,1980,POL-0001980-2025,Aviva,2025-04-06,2026-04-06,21000
1981,1981,POL-0001981-2025,Zurich,2025-04-17,2026-04-17,33000
1982,1982,POL-0001982-2025,Generali,2025-04-06,2026-04-06,55000
1983,1983,POL-0001983-2025,MAPFRE,2025-04-28,2026-04-28,42000
1984,1984,POL-0001984-2025,StateFarm,2025-04-01,2026-04-01,32000
1985,1985,POL-0001985-2025,Zurich,2025-06-15,2026-06-15,89000
1986,1986,POL-0001986-2025,MAPFRE,2025-03-22,2026-03-22,51000
1987,1987,POL-0001987-2025,Zurich,2025-06-18,2026-06-18,36000
1988,1988,POL-0001988-2025,Progressive,2025-01-23,2026-01-23,93000
1989,1989,POL-0001989-2025,StateFarm,2025-06-22,2026-06-22,39000
1990,1990,POL-0001990-2025,Liberty Mutual,2025-05-29,2026-05-29,63000
1991,1991,POL-0001991-2025,Liberty Mutual,2025-01-23,2026-01-23,64000
1992,1992,POL-0001992-2025,MAPFRE,2025-03-27,2026-03-27,62000
1993,1993,POL-0001993-2025,Allianz,2025-05-28,2026-05-28,35000
1994,1994,POL-0001994-2025,Aviva,2025-05-15,2026-05-15,51000
1995,1995,POL-0001995-2025,Aviva,2025-04-03,2026-04-03,82000
1996,1996,POL-0001996-2025,AXA,2025-01-08,2026-01-08,35000
1997,1997,POL-0001997-2025,Progressive,2025-04-20,2026-04-20,75000
1998,1998,POL-0001998-2025,AXA,2025-03-23,2026-03-23,83000
1999,1999,POL-0001999-2025,Allianz,2025-06-27,2026-06-27,67000
2000,2000,POL-0002000-2025,Aviva,2025-05-26,2026-05-26,80000
2001,2001,POL-0002001-2025,Geico,2025-01-12,2026-01-12,52000
2002,2002,POL-0002002-2025,Geico,2025-01-11,2026-01-11,21000
2003,2003,POL-0002003-2025,Liberty Mutual,2025-04-12,2026-04-12,96000
2004,2004,POL-0002004-2025,Liberty Mutual,2025-06-24,2026-06-24,35000
2005,2005,POL-0002005-2025,Allianz,2025-06-20,2026-06-20,96000
2006,2006,POL-0002006-2024,MAPFRE,2024-12-19,2025-12-19,88000
2007,2007,POL-0002007-2025,Geico,2025-05-28,2026-05-28,56000
2008,2008,POL-0002008-2025,AXA,2025-05-16,2026-05-16,24000
